,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,pH,sulphates,alcohol,quality
612,6.9,0.38,0.38,13.1,0.11199999999999999,14.0,94.0,3.02,0.48,9.2,5
613,5.8,0.19,0.24,1.3,0.044000000000000004,38.0,128.0,3.77,0.6,10.6,6
614,7.5,0.19,0.4,7.1,0.055999999999999994,50.0,110.0,3.06,0.52,9.9,6
615,6.8,0.32,0.39,9.6,0.026000000000000002,34.0,124.0,3.18,0.35,12.1,7
616,6.6,0.23,0.2,11.4,0.044000000000000004,45.0,131.0,2.96,0.51,9.7,6
617,5.0,0.27,0.32,4.5,0.032,58.0,178.0,3.45,0.31,12.6,7
618,6.3,0.18,0.36,1.2,0.034,26.0,111.0,3.16,0.51,11.0,7
619,6.7,0.25,0.31,1.35,0.061,30.5,218.0,3.16,0.53,9.5,5
620,6.6,0.22,0.36,5.5,0.028999999999999998,30.0,105.0,3.2,0.47,11.8,6
621,7.0,0.45,0.34,19.8,0.04,12.0,67.0,3.07,0.38,11.0,6
622,5.4,0.22,0.29,1.2,0.045,69.0,152.0,3.76,0.63,11.0,6
623,7.1,0.47,0.29,14.8,0.024,22.0,142.0,3.12,0.48,12.0,8
624,5.8,0.19,0.25,10.8,0.042,33.0,124.0,3.22,0.41,9.2,6
625,6.0,0.24,0.33,2.5,0.026000000000000002,31.0,85.0,3.13,0.5,11.3,6
626,6.3,0.2,0.37,11.8,0.045,58.0,130.0,3.2,0.35,10.8,5
627,5.7,0.12,0.26,5.5,0.034,21.0,99.0,3.09,0.57,9.9,6
628,7.4,0.21,0.8,12.3,0.038,77.0,183.0,2.95,0.48,9.0,6
629,7.0,0.15,0.38,15.3,0.045,54.0,120.0,3.18,0.42,9.8,6
630,6.3,0.28,0.3,3.1,0.039,24.0,115.0,3.05,0.43,8.6,6
631,9.7,0.24,0.49,4.9,0.032,3.0,18.0,2.85,0.54,10.0,5
632,5.1,0.33,0.27,6.7,0.022000000000000002,44.0,129.0,3.36,0.39,11.0,6
633,6.7,0.34,0.4,2.1,0.033,34.0,111.0,2.97,0.48,12.2,7
634,6.5,0.24,0.39,17.3,0.052000000000000005,22.0,126.0,3.11,0.47,9.2,6
635,5.9,0.28,0.39,1.4,0.031,47.0,147.0,3.08,0.64,12.9,6
636,5.5,0.18,0.22,5.5,0.037000000000000005,10.0,86.0,3.46,0.44,12.2,6
637,6.5,0.24,0.39,17.3,0.052000000000000005,22.0,126.0,3.11,0.47,9.2,6
638,7.6,0.3,0.38,2.1,0.043,10.0,98.0,3.17,0.65,11.0,5
639,6.1,0.21,0.38,1.5,0.039,37.0,122.0,3.2,0.43,12.0,6
640,6.3,0.17,0.32,4.2,0.04,37.0,117.0,3.24,0.43,11.3,6
641,5.6,0.19,0.27,0.9,0.04,52.0,103.0,3.5,0.39,11.2,6
642,6.2,0.25,0.39,1.3,0.051,42.0,135.0,3.23,0.4,11.1,6
643,6.2,0.23,0.36,17.2,0.039,37.0,130.0,3.23,0.43,8.8,6
644,7.6,0.25,1.23,4.6,0.035,51.0,294.0,3.03,0.43,13.1,6
645,6.1,0.17,0.42,15.1,0.033,28.0,124.0,2.87,0.47,9.5,6
646,6.9,0.19,0.32,7.9,0.042,30.0,130.0,3.4,0.39,10.5,6
647,6.8,0.39,0.34,7.4,0.02,38.0,133.0,3.18,0.44,12.0,7
648,6.7,0.33,0.36,6.6,0.042,34.0,116.0,2.97,0.31,12.2,7
649,6.6,0.19,0.33,1.8,0.035,42.0,148.0,3.15,0.36,10.2,6
650,5.7,0.16,0.32,1.2,0.036000000000000004,7.0,89.0,3.26,0.48,11.0,6
651,6.4,0.22,0.38,9.1,0.044000000000000004,35.0,127.0,2.97,0.3,11.0,7
652,5.2,0.31,0.36,5.1,0.031,46.0,145.0,3.14,0.31,12.4,7
653,7.9,0.34,0.44,6.5,0.027000000000000003,47.0,126.0,2.96,0.37,12.5,6
654,6.4,0.21,0.34,16.05,0.04,56.0,142.0,3.11,0.38,10.6,6
655,6.2,0.35,0.31,2.6,0.036000000000000004,37.0,92.0,3.27,0.53,12.8,7
656,5.7,0.15,0.28,3.7,0.045,57.0,151.0,3.22,0.27,11.2,6
657,5.7,0.2,0.3,2.5,0.046,38.0,125.0,3.34,0.5,9.9,6
658,6.8,0.21,0.37,7.0,0.038,27.0,107.0,2.98,0.82,11.5,6
659,6.9,0.22,0.39,6.0,0.035,44.0,141.0,3.11,0.33,12.5,8
660,7.0,0.29,0.35,1.4,0.036000000000000004,42.0,109.0,3.31,0.62,11.6,6
661,6.7,0.21,0.36,8.55,0.02,20.0,86.0,3.19,0.22,13.4,6
662,7.7,0.27,0.49,3.8,0.037000000000000005,46.0,139.0,3.04,0.38,11.6,7
663,7.4,0.19,0.31,14.5,0.045,39.0,193.0,3.1,0.5,9.2,6
664,7.4,0.19,0.31,14.5,0.045,39.0,193.0,3.1,0.5,9.2,6
665,7.6,0.19,0.32,18.75,0.047,32.0,193.0,3.1,0.5,9.3,6
666,4.2,0.215,0.23,5.1,0.040999999999999995,64.0,157.0,3.42,0.44,8.0,5
667,6.1,0.22,0.31,1.4,0.039,40.0,129.0,3.45,0.59,10.9,7
668,6.6,0.38,0.36,9.2,0.061,42.0,214.0,3.31,0.56,9.4,5
669,6.6,0.2,0.14,4.4,0.184,35.0,168.0,2.93,0.45,9.4,6
670,6.8,0.21,0.31,2.9,0.046,40.0,121.0,3.07,0.65,10.9,7
671,6.6,0.2,0.14,4.4,0.184,35.0,168.0,2.93,0.45,9.4,6
672,7.8,0.25,0.37,1.0,0.043,10.0,80.0,3.08,0.38,11.4,5
673,6.5,0.25,0.5,7.6,0.047,54.0,184.0,3.17,0.45,9.2,5
674,7.8,0.25,0.37,1.0,0.043,10.0,80.0,3.08,0.38,11.4,5
675,6.6,0.24,0.28,6.7,0.032,26.0,91.0,3.13,0.32,12.3,6
676,6.0,0.32,0.3,1.9,0.033,41.0,142.0,3.29,0.42,12.8,7
677,6.0,0.19,0.29,1.1,0.047,67.0,152.0,3.54,0.59,11.1,7
678,5.8,0.18,0.37,1.2,0.036000000000000004,19.0,74.0,3.09,0.49,12.7,6
679,5.8,0.18,0.37,1.1,0.036000000000000004,31.0,96.0,3.16,0.48,12.0,6
680,6.9,0.38,0.29,13.65,0.048,52.0,189.0,3.0,0.6,9.5,6
681,7.6,0.17,0.27,4.6,0.05,23.0,98.0,3.08,0.47,9.5,6
682,6.9,0.38,0.29,13.65,0.048,52.0,189.0,3.0,0.6,9.5,6
683,6.7,0.18,0.24,10.3,0.057,64.0,185.0,3.12,0.5,10.6,6
684,6.6,0.16,0.21,6.7,0.055,43.0,157.0,3.15,0.52,10.8,6
685,7.1,0.18,0.49,1.3,0.033,12.0,72.0,3.05,0.53,11.3,6
686,7.6,0.2,0.26,4.8,0.033,26.0,76.0,2.98,0.49,12.3,6
687,6.2,0.3,0.21,1.1,0.032,31.0,111.0,2.97,0.42,12.2,6
688,6.2,0.3,0.21,1.1,0.032,31.0,111.0,2.97,0.42,12.2,6
689,5.6,0.15,0.26,5.55,0.051,51.0,139.0,3.47,0.5,11.0,6
690,7.8,0.22,0.26,9.0,0.047,38.0,132.0,3.25,0.53,10.2,6
691,6.6,0.18,0.28,1.7,0.040999999999999995,53.0,161.0,3.13,0.45,10.2,6
692,7.0,0.4,0.25,1.8,0.05,51.0,189.0,3.0,0.55,11.4,6
693,6.4,0.22,0.32,4.9,0.046,50.0,156.0,3.38,0.55,11.2,6
694,6.4,0.32,0.31,1.9,0.037000000000000005,34.0,126.0,3.06,0.45,11.8,7
695,6.1,0.28,0.27,4.7,0.03,56.0,140.0,3.16,0.42,12.5,8
696,8.8,0.39,0.35,1.8,0.096,22.0,80.0,2.95,0.54,12.6,5
697,5.8,0.15,0.32,1.2,0.037000000000000005,14.0,119.0,3.19,0.5,10.2,6
698,8.9,0.3,0.35,4.6,0.032,32.0,148.0,3.15,0.45,11.5,7
699,6.8,0.24,0.29,9.5,0.042,56.0,157.0,3.11,0.51,10.1,6
700,6.7,0.64,0.3,1.2,0.03,18.0,76.0,3.16,0.6,12.9,6
701,6.1,0.3,0.3,2.1,0.031,50.0,163.0,3.39,0.43,12.7,7
702,6.3,0.29,0.28,4.7,0.059000000000000004,28.0,81.0,3.24,0.56,12.7,7
703,6.2,0.28,0.28,4.3,0.026000000000000002,22.0,105.0,2.98,0.64,13.1,7
704,7.1,0.17,0.4,14.55,0.047,47.0,156.0,3.34,0.78,9.1,5
705,8.2,0.34,0.29,5.2,0.076,19.0,92.0,2.95,0.39,12.5,6
706,6.5,0.24,0.28,1.1,0.034,26.0,83.0,3.25,0.33,12.3,6
707,6.7,0.3,0.44,18.5,0.057,65.0,224.0,3.11,0.53,9.1,5
708,6.7,0.3,0.44,18.75,0.057,65.0,224.0,3.11,0.53,9.1,5
709,6.6,0.15,0.32,6.0,0.033,59.0,128.0,3.19,0.71,12.1,8
710,6.7,0.47,0.29,4.75,0.034,29.0,134.0,3.29,0.46,13.0,7
711,6.7,0.24,0.3,3.85,0.042,105.0,179.0,3.04,0.59,11.3,8
712,6.7,0.16,0.36,2.0,0.045,24.0,131.0,3.3,0.59,10.5,6
713,5.8,0.22,0.3,1.1,0.047,36.0,131.0,3.26,0.45,10.4,6
714,7.5,0.21,0.32,4.8,0.055999999999999994,39.0,113.0,3.11,0.52,10.2,6
715,8.0,0.2,0.44,1.0,0.057,24.0,111.0,3.09,0.32,11.2,6
716,6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,3.19,0.44,13.0,7
717,6.0,0.28,0.27,15.5,0.036000000000000004,31.0,134.0,3.19,0.44,13.0,7
718,7.5,0.33,0.28,4.9,0.042,21.0,155.0,3.36,0.57,10.9,5
719,6.4,0.26,0.25,10.7,0.046,66.0,179.0,3.17,0.55,9.9,6
720,5.9,0.23,0.24,3.8,0.038,61.0,152.0,3.31,0.5,11.3,7
721,6.0,0.23,0.15,9.7,0.048,101.0,207.0,3.05,0.3,9.1,5
722,5.3,0.36,0.27,6.3,0.027999999999999997,40.0,132.0,3.37,0.4,11.6,6
723,6.4,0.28,0.44,7.1,0.048,49.0,179.0,3.15,0.48,9.2,5
724,7.2,0.24,0.28,1.9,0.032,30.0,92.0,3.1,0.39,10.9,6
725,6.2,0.27,0.47,1.2,0.146,28.0,105.0,3.23,0.51,10.1,6
726,8.1,0.26,0.27,4.3,0.03,43.0,123.0,3.16,0.33,11.2,7
727,7.5,0.34,0.24,3.85,0.031,5.0,34.0,3.01,0.36,11.8,6
728,7.0,0.48,0.12,4.5,0.05,23.0,86.0,2.86,0.35,9.0,5
729,8.0,0.25,0.27,9.7,0.036000000000000004,15.0,85.0,2.99,0.36,11.2,6
730,7.8,0.15,0.34,1.1,0.035,31.0,93.0,3.07,0.72,11.3,6
731,6.9,0.26,0.27,4.2,0.031,20.0,80.0,3.12,0.39,11.5,6
732,7.3,0.23,0.27,2.6,0.035,39.0,120.0,3.04,0.59,11.3,7
733,6.8,0.19,0.71,17.5,0.042,21.0,114.0,2.85,0.5,9.5,6
734,5.6,0.28,0.28,4.2,0.044000000000000004,52.0,158.0,3.35,0.44,10.7,7
735,6.7,0.35,0.48,8.8,0.055999999999999994,35.0,167.0,3.04,0.47,9.4,5
736,6.8,0.14,0.18,1.4,0.047,30.0,90.0,3.27,0.54,11.2,6
737,6.8,0.14,0.18,1.4,0.047,30.0,90.0,3.27,0.54,11.2,6
738,6.4,0.38,0.24,7.2,0.047,41.0,151.0,3.11,0.6,9.2,5
739,7.2,0.24,0.3,1.2,0.037000000000000005,11.0,95.0,2.96,0.36,12.5,6
740,6.8,0.45,0.28,26.05,0.031,27.0,122.0,3.06,0.42,10.6,6
741,6.4,0.38,0.2,5.3,0.11699999999999999,57.0,181.0,3.24,0.43,9.5,5
742,6.4,0.36,0.2,5.7,0.11800000000000001,61.0,172.0,3.24,0.43,9.5,5
743,6.6,0.3,0.25,8.0,0.036000000000000004,21.0,124.0,3.06,0.38,10.8,6
744,6.4,0.29,0.24,3.2,0.037000000000000005,31.0,95.0,2.9,0.66,12.6,7
745,7.3,0.31,0.25,6.65,0.032,30.0,138.0,2.9,0.37,11.1,6
746,6.6,0.085,0.33,1.4,0.036000000000000004,17.0,109.0,3.27,0.61,9.5,6
747,5.8,0.275,0.3,5.4,0.043,41.0,149.0,3.33,0.42,10.8,6
748,6.8,0.21,0.26,11.7,0.038,61.0,152.0,3.02,0.56,10.5,6
749,5.9,0.37,0.32,1.6,0.028999999999999998,41.0,102.0,3.41,0.55,12.7,7
750,5.6,0.25,0.19,2.4,0.049,42.0,166.0,3.25,0.43,10.4,5
751,6.8,0.15,0.41,12.9,0.044000000000000004,79.5,183.0,3.24,0.78,10.2,6
752,7.0,0.22,0.26,9.2,0.027000000000000003,37.0,122.0,3.06,0.34,12.5,8
753,6.4,0.16,0.44,1.2,0.051,39.0,122.0,3.11,0.75,11.3,7
754,6.3,0.22,0.34,1.2,0.036000000000000004,32.0,96.0,3.06,0.74,11.6,6
755,4.7,0.67,0.09,1.0,0.02,5.0,9.0,3.3,0.34,13.6,6
756,6.3,0.2,0.18,10.6,0.045,57.0,159.0,3.09,0.54,9.2,6
757,6.6,0.26,0.22,18.15,0.05,23.0,139.0,3.06,0.5,9.2,5
758,7.7,0.31,0.23,2.0,0.069,29.0,134.0,3.11,0.62,9.8,5
759,5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,3.36,0.44,10.8,7
760,6.0,0.21,0.29,13.1,0.042,28.0,125.0,3.39,0.45,8.6,6
761,7.0,0.15,0.28,14.7,0.051,29.0,149.0,2.96,0.39,9.0,7
762,7.0,0.15,0.28,14.7,0.051,29.0,149.0,2.96,0.39,9.0,7
763,7.0,0.15,0.28,14.7,0.051,29.0,149.0,2.96,0.39,9.0,7
764,6.3,0.28,0.29,6.8,0.051,40.0,143.0,3.43,0.59,11.0,7
765,7.8,0.2,0.32,5.0,0.016,31.0,101.0,2.99,0.39,11.0,6
766,6.9,0.4,0.17,12.9,0.033,59.0,186.0,3.08,0.49,9.4,5
767,6.9,0.4,0.17,12.9,0.033,59.0,186.0,3.08,0.49,9.4,5
768,6.3,0.24,0.29,13.7,0.035,53.0,134.0,3.17,0.38,10.6,6
769,6.7,0.42,0.39,12.1,0.04,61.0,248.0,3.31,0.58,9.7,5
770,6.5,0.33,0.28,6.1,0.018000000000000002,41.0,103.0,3.24,0.32,12.2,6
771,6.3,0.15,0.3,1.4,0.022000000000000002,38.0,100.0,3.42,0.57,11.4,7
772,6.5,0.32,0.45,7.7,0.022000000000000002,31.0,97.0,3.2,0.7,12.7,6
773,6.4,0.27,0.45,8.3,0.05,52.0,196.0,3.18,0.48,9.5,5
774,7.0,0.3,0.28,2.2,0.042,21.0,177.0,3.2,0.57,11.4,5
775,7.9,0.21,0.39,2.0,0.057,21.0,138.0,3.05,0.52,10.9,5
776,7.2,0.17,0.34,6.4,0.042,16.0,111.0,2.99,0.4,10.8,6
777,6.8,0.26,0.34,15.1,0.06,42.0,162.0,3.24,0.52,10.5,6
778,6.3,0.43,0.32,8.8,0.042,18.0,106.0,3.28,0.33,12.9,7
779,6.3,0.3,0.2,3.7,0.039,34.0,132.0,3.0,0.38,10.7,6
780,6.9,0.28,0.28,12.2,0.042,52.0,139.0,3.03,0.56,10.4,6
781,7.3,0.24,0.3,2.5,0.042,31.0,104.0,3.05,0.56,11.3,6
782,7.0,0.15,0.29,16.4,0.057999999999999996,45.0,110.0,3.15,0.37,9.7,7
783,6.7,0.37,0.25,2.5,0.027999999999999997,24.0,84.0,3.14,0.36,11.7,6
784,6.4,0.32,0.23,16.2,0.055,36.0,176.0,3.26,0.54,9.1,5
785,5.9,0.12,0.27,4.8,0.03,40.0,110.0,3.55,0.68,12.1,7
786,6.2,0.22,0.3,12.4,0.054000000000000006,108.0,152.0,3.1,0.47,9.5,6
787,6.5,0.27,0.19,6.6,0.045,98.0,175.0,3.16,0.34,10.1,6
788,7.3,0.36,0.54,13.3,0.054000000000000006,63.0,193.0,3.06,0.49,8.6,5
789,7.1,0.2,0.37,1.5,0.049,28.0,129.0,3.15,0.52,10.8,5
790,6.2,0.27,0.26,12.1,0.046,43.0,127.0,3.16,0.37,10.8,6
791,6.4,0.38,0.26,8.2,0.043,28.0,98.0,2.99,0.31,11.4,6
792,7.0,0.25,0.33,2.1,0.021,17.0,76.0,3.26,0.45,12.3,6
793,6.5,0.33,0.3,3.8,0.036000000000000004,34.0,88.0,3.25,0.63,12.5,7
794,7.2,0.25,0.32,1.5,0.054000000000000006,24.0,105.0,3.17,0.48,11.1,5
795,6.2,0.39,0.24,4.8,0.037000000000000005,45.0,138.0,3.23,0.43,11.2,7
796,6.2,0.28,0.51,7.9,0.055999999999999994,49.0,206.0,3.18,0.52,9.4,5
797,6.9,0.14,0.29,9.9,0.055999999999999994,30.0,91.0,3.19,0.33,9.9,6
798,6.5,0.22,0.31,3.9,0.046,17.0,106.0,3.15,0.31,11.5,6
799,6.6,0.32,0.47,15.6,0.063,27.0,173.0,3.18,0.56,9.0,5
800,6.1,0.28,0.26,1.5,0.03,25.0,101.0,3.03,0.41,12.1,6
801,6.2,0.27,0.32,6.3,0.048,47.0,159.0,3.21,0.6,11.0,6
802,6.4,0.2,0.15,6.6,0.046,26.0,113.0,2.99,0.58,9.9,6
803,6.1,0.3,0.32,2.2,0.042,41.0,142.0,3.31,0.44,12.7,7
804,7.0,0.16,0.3,2.6,0.043,34.0,90.0,2.88,0.47,11.2,6
805,7.0,0.16,0.3,2.6,0.043,34.0,90.0,2.88,0.47,11.2,6
806,6.5,0.29,0.52,7.9,0.049,35.0,192.0,3.16,0.51,9.5,6
807,6.7,0.18,0.31,10.6,0.035,42.0,143.0,3.08,0.49,9.8,6
808,6.1,0.22,0.25,12.1,0.035,54.0,135.0,3.21,0.4,10.7,6
809,6.1,0.24,0.26,1.7,0.033,61.0,134.0,3.19,0.81,11.9,7
810,7.3,0.23,0.41,14.6,0.048,73.0,223.0,3.16,0.71,9.4,6
811,6.8,0.11,0.27,8.6,0.044000000000000004,45.0,104.0,3.2,0.37,9.9,6
812,6.8,0.14,0.35,1.5,0.047,40.0,117.0,3.07,0.72,11.1,6
813,6.4,0.25,0.57,1.0,0.062,21.0,122.0,3.0,0.4,9.5,5
814,6.0,0.26,0.29,3.1,0.040999999999999995,37.0,144.0,3.22,0.39,12.8,7
815,6.5,0.46,0.24,11.5,0.051,56.0,171.0,3.08,0.56,9.8,5
816,6.8,0.27,0.22,17.8,0.034,16.0,116.0,3.07,0.53,9.2,5
817,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,8.7,7
818,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,8.7,7
819,6.9,0.19,0.35,13.5,0.038,49.0,118.0,3.0,0.63,10.7,6
820,6.2,0.24,0.22,7.9,0.053,45.0,149.0,3.23,0.52,9.3,5
821,7.4,0.16,0.27,15.5,0.05,25.0,135.0,2.9,0.43,8.7,7
822,5.8,0.23,0.21,1.5,0.044000000000000004,21.0,110.0,3.3,0.57,11.0,6
823,5.9,0.23,0.28,8.6,0.046,37.0,142.0,3.23,0.53,10.6,6
824,6.4,0.14,0.28,7.9,0.057,21.0,82.0,3.26,0.36,10.0,6
825,6.4,0.25,0.28,4.9,0.03,29.0,98.0,3.09,0.58,12.8,7
826,6.6,0.21,0.34,5.6,0.046,30.0,140.0,3.22,0.38,11.0,6
827,6.9,0.37,0.23,9.5,0.057,54.0,166.0,3.23,0.42,10.0,5
828,6.9,0.45,0.27,4.7,0.035,17.0,80.0,3.12,0.36,12.5,6
829,6.7,0.28,0.42,3.5,0.035,43.0,105.0,3.18,0.38,12.2,7
830,7.6,0.4,0.27,1.2,0.053,23.0,193.0,3.22,0.38,11.6,5
831,6.0,0.2,0.25,2.0,0.040999999999999995,30.0,95.0,3.27,0.56,11.1,6
832,6.8,0.18,0.35,5.4,0.054000000000000006,53.0,143.0,3.1,0.54,11.0,7
833,6.1,0.25,0.28,10.0,0.055,56.0,131.0,3.22,0.35,10.9,6
834,6.8,0.26,0.29,11.9,0.052000000000000005,54.0,160.0,3.03,0.58,10.4,6
835,6.2,0.2,0.25,15.0,0.055,8.0,120.0,3.19,0.53,9.6,5
836,7.6,0.48,0.31,9.4,0.046,6.0,194.0,3.07,0.61,9.4,5
837,5.8,0.23,0.31,3.5,0.044000000000000004,35.0,158.0,3.19,0.37,12.1,6
838,6.6,0.22,0.37,1.6,0.04,31.0,101.0,3.15,0.66,12.0,7
839,6.8,0.34,0.27,5.2,0.06,14.0,169.0,3.27,0.57,11.6,6
840,5.8,0.19,0.33,4.2,0.038,49.0,133.0,3.16,0.42,11.3,6
841,7.5,0.38,0.56,9.7,0.055,15.0,170.0,3.13,0.65,9.9,5
842,6.9,0.24,0.4,15.4,0.052000000000000005,81.0,198.0,3.2,0.69,9.4,5
843,5.3,0.33,0.3,1.2,0.048,25.0,119.0,3.32,0.62,11.3,6
844,6.3,0.3,0.48,7.4,0.053,34.0,149.0,3.18,0.53,9.8,5
845,7.9,0.36,0.53,12.9,0.049,63.0,139.0,2.94,0.45,9.1,6
846,6.7,0.24,0.31,2.3,0.044000000000000004,37.0,113.0,3.29,0.46,12.9,7
847,6.1,0.25,0.3,1.2,0.036000000000000004,42.0,107.0,3.34,0.56,10.8,7
848,7.1,0.38,0.42,11.8,0.040999999999999995,32.0,193.0,3.04,0.49,10.0,5
849,7.0,0.44,0.24,12.1,0.055999999999999994,68.0,210.0,3.05,0.5,9.5,5
850,7.0,0.44,0.24,12.1,0.055999999999999994,68.0,210.0,3.05,0.5,9.5,5
851,6.3,0.28,0.34,8.1,0.038,44.0,129.0,3.26,0.29,12.1,7
852,5.4,0.22,0.35,6.5,0.028999999999999998,26.0,87.0,3.29,0.44,12.5,7
853,6.2,0.345,0.27,10.1,0.055999999999999994,38.0,187.0,3.31,0.56,10.6,5
854,7.5,0.35,0.37,2.5,0.066,29.0,89.0,3.14,0.42,12.7,6
855,7.6,0.36,0.48,13.5,0.038,44.0,116.0,3.04,0.48,9.2,5
856,5.5,0.23,0.19,2.2,0.044000000000000004,39.0,161.0,3.19,0.43,10.4,6
857,6.0,0.33,0.26,5.1,0.051,16.0,119.0,3.15,0.41,9.2,5
858,6.2,0.36,0.22,5.25,0.038,44.0,145.0,3.22,0.4,11.2,6
859,6.0,0.31,0.27,2.3,0.042,19.0,120.0,3.32,0.41,12.7,7
860,6.0,0.29,0.27,2.3,0.044000000000000004,20.0,117.0,3.31,0.41,12.7,7
861,5.7,0.26,0.24,17.8,0.059000000000000004,23.0,124.0,3.3,0.5,10.1,5
862,6.0,0.2,0.26,6.8,0.049,22.0,93.0,3.15,0.42,11.0,6
863,6.0,0.2,0.26,6.8,0.049,22.0,93.0,3.15,0.42,11.0,6
864,5.7,0.26,0.24,17.8,0.059000000000000004,23.0,124.0,3.3,0.5,10.1,5
865,7.0,0.2,0.35,8.8,0.037000000000000005,31.0,103.0,3.13,0.49,11.0,7
866,7.1,0.39,0.39,11.1,0.034,25.0,204.0,3.05,0.52,10.0,6
867,6.1,0.24,0.25,1.6,0.044000000000000004,24.0,115.0,3.39,0.59,10.9,6
868,6.1,0.24,0.27,11.5,0.05,51.0,133.0,3.22,0.37,10.8,6
869,6.4,0.27,0.3,1.6,0.04,19.0,86.0,3.32,0.65,11.5,7
870,6.4,0.42,0.19,9.3,0.043,28.0,145.0,3.23,0.53,10.98,6
871,7.3,0.19,0.27,13.9,0.057,45.0,155.0,2.94,0.41,8.8,8
872,7.3,0.19,0.27,13.9,0.057,45.0,155.0,2.94,0.41,8.8,8
873,7.3,0.19,0.27,13.9,0.057,45.0,155.0,2.94,0.41,8.8,8
874,7.4,0.27,0.52,15.7,0.054000000000000006,36.0,139.0,3.04,0.62,10.0333333333333,5
875,7.1,0.2,0.35,3.2,0.034,21.0,107.0,3.11,0.54,11.1,6
876,7.2,0.34,0.28,10.4,0.10800000000000001,43.0,187.0,2.96,0.57,9.4,5
877,7.4,0.16,0.3,1.4,0.064,34.0,166.0,3.11,0.42,11.433333333333302,6
878,7.2,0.34,0.2,5.8,0.062,52.0,203.0,3.17,0.44,9.8,5
879,6.5,0.2,0.33,1.5,0.039,36.0,110.0,3.22,0.65,12.0,7
880,6.3,0.19,0.33,10.1,0.063,63.0,133.0,2.86,0.41,9.1,6
881,7.1,0.31,0.25,11.2,0.048,32.0,136.0,3.14,0.4,9.5,5
882,6.4,0.29,0.21,9.65,0.040999999999999995,36.0,119.0,2.99,0.34,10.933333333333302,6
883,6.1,0.26,0.28,1.7,0.043,24.0,98.0,3.14,0.44,12.5,6
884,5.7,0.31,0.29,7.3,0.05,33.0,143.0,3.31,0.5,11.066666666666698,6
885,6.4,0.3,0.27,5.0,0.057999999999999996,27.0,151.0,3.22,0.49,12.2,7
886,7.4,0.27,0.26,11.8,0.053,55.0,173.0,3.11,0.6,9.8,5
887,6.8,0.43,0.26,5.2,0.043,40.0,176.0,3.17,0.41,12.3,6
888,5.7,0.29,0.16,7.9,0.044000000000000004,48.0,197.0,3.21,0.36,9.4,5
889,5.8,0.3,0.38,4.9,0.039,22.0,86.0,3.23,0.58,13.1,6
890,5.8,0.3,0.38,4.9,0.039,22.0,86.0,3.23,0.58,13.1,6
891,6.3,0.32,0.26,12.3,0.044000000000000004,24.0,205.0,3.11,0.58,9.9,6
892,6.1,0.31,0.34,2.8,0.042,59.5,162.0,3.27,0.47,10.8,6
893,6.6,0.38,0.28,2.8,0.043,17.0,67.0,3.21,0.47,13.2,7
894,7.3,0.3,0.25,2.5,0.045,32.0,122.0,3.18,0.54,10.3,5
895,6.9,0.29,0.25,12.2,0.04,29.0,136.0,3.05,0.65,10.4,6
896,6.3,0.3,0.19,7.7,0.049,47.0,184.0,3.22,0.48,9.5,5
897,6.6,0.26,0.56,15.4,0.053,32.0,141.0,3.11,0.49,9.3,5
898,6.2,0.21,0.24,1.2,0.051,31.0,95.0,3.24,0.57,11.3,6
899,6.2,0.2,0.28,1.1,0.039,24.0,78.0,3.36,0.47,12.1,6
900,5.7,0.25,0.22,9.8,0.049,50.0,125.0,3.2,0.45,10.1,5
901,6.4,0.15,0.25,7.8,0.05,13.0,68.0,3.16,0.4,9.9,6
902,7.8,0.27,0.33,2.4,0.053,36.0,175.0,3.2,0.55,11.0,6
903,6.6,0.54,0.21,16.3,0.055,41.0,182.0,3.35,0.54,10.4,5
904,6.8,0.33,0.3,2.1,0.047,35.0,147.0,3.24,0.56,13.4,7
905,9.0,0.2,0.33,3.5,0.049,10.0,40.0,3.14,0.36,9.8,6
906,5.8,0.13,0.22,12.7,0.057999999999999996,24.0,183.0,3.32,0.42,11.7,6
907,6.6,0.16,0.25,9.8,0.049,59.5,137.0,3.16,0.38,10.0,6
908,8.3,0.18,0.37,1.2,0.049,6.0,94.0,3.18,0.52,10.1,4
909,7.1,0.09,0.3,6.2,0.032,24.0,134.0,2.99,0.39,10.9,6
910,8.3,0.14,0.36,8.8,0.026000000000000002,13.0,60.0,3.13,0.35,11.05,6
911,6.9,0.28,0.37,9.1,0.037000000000000005,16.0,76.0,3.05,0.54,11.1,5
912,5.8,0.28,0.3,3.9,0.026000000000000002,36.0,105.0,3.26,0.58,12.75,6
913,6.3,0.25,0.53,1.8,0.021,41.0,101.0,3.19,0.31,13.0,6
914,5.9,0.29,0.32,1.4,0.022000000000000002,17.0,47.0,3.35,0.35,11.5,6
915,6.4,0.46,0.22,14.7,0.047,51.0,183.0,3.39,0.6,10.5,5
916,6.1,0.2,0.4,1.9,0.027999999999999997,32.0,138.0,3.26,0.72,11.7,7
917,6.1,0.37,0.46,12.0,0.042,61.0,210.0,3.17,0.59,9.7,5
